[2025-05-19T07:09:36.694+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-19T07:09:36.699+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: csv_to_parquet.kafka_consumer scheduled__2025-05-19T07:02:00+00:00 [queued]>
[2025-05-19T07:09:36.701+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: csv_to_parquet.kafka_consumer scheduled__2025-05-19T07:02:00+00:00 [queued]>
[2025-05-19T07:09:36.701+0000] {taskinstance.py:2865} INFO - Starting attempt 2 of 3
[2025-05-19T07:09:36.705+0000] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): kafka_consumer> on 2025-05-19 07:02:00+00:00
[2025-05-19T07:09:36.707+0000] {standard_task_runner.py:72} INFO - Started process 824 to run task
[2025-05-19T07:09:36.709+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'csv_to_parquet', 'kafka_consumer', 'scheduled__2025-05-19T07:02:00+00:00', '--job-id', '27', '--raw', '--subdir', 'DAGS_FOLDER/log_to_csv.py', '--cfg-path', '/tmp/tmprc3zi1df']
[2025-05-19T07:09:36.709+0000] {standard_task_runner.py:105} INFO - Job 27: Subtask kafka_consumer
[2025-05-19T07:09:36.726+0000] {task_command.py:467} INFO - Running <TaskInstance: csv_to_parquet.kafka_consumer scheduled__2025-05-19T07:02:00+00:00 [running]> on host 8b6a4ce3396b
[2025-05-19T07:09:36.824+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='csv_to_parquet' AIRFLOW_CTX_TASK_ID='kafka_consumer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-19T07:02:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-05-19T07:02:00+00:00'
[2025-05-19T07:09:36.825+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-19T07:09:36.830+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <connecting> [IPv4 ('192.168.65.254', 9092)]>: connecting to host.docker.internal:9092 [('192.168.65.254', 9092) IPv4]
[2025-05-19T07:09:36.833+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <checking_api_versions_recv> [IPv4 ('192.168.65.254', 9092)]>: Broker version identified as 2.6
[2025-05-19T07:09:36.833+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <connected> [IPv4 ('192.168.65.254', 9092)]>: Connection complete.
[2025-05-19T07:09:36.833+0000] {subscription_state.py:177} INFO - Updating subscribed topics to: ('***test',)
[2025-05-19T07:09:36.834+0000] {logging_mixin.py:190} INFO - ✅ Consumer started, waiting for messages...
[2025-05-19T07:09:36.835+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=1 host=172.16.24.224:9092 <connecting> [IPv4 ('172.16.24.224', 9092)]>: connecting to 172.16.24.224:9092 [('172.16.24.224', 9092) IPv4]
[2025-05-19T07:09:36.936+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=1 host=172.16.24.224:9092 <connected> [IPv4 ('172.16.24.224', 9092)]>: Connection complete.
[2025-05-19T07:09:36.937+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=bootstrap-0 host=host.docker.internal:9092 <connected> [IPv4 ('192.168.65.254', 9092)]>: Closing connection. 
[2025-05-19T07:09:37.040+0000] {cluster.py:400} INFO - Coordinator for group/spark is ('coordinator-1', '172.16.24.224', 9092, None)
[2025-05-19T07:09:37.041+0000] {base.py:769} INFO - Discovered coordinator coordinator-1 for group spark
[2025-05-19T07:09:37.041+0000] {base.py:820} INFO - Starting new heartbeat thread
[2025-05-19T07:09:37.042+0000] {consumer.py:362} INFO - Revoking previously assigned partitions () for group spark
[2025-05-19T07:09:37.043+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=coordinator-1 host=172.16.24.224:9092 <connecting> [IPv4 ('172.16.24.224', 9092)]>: connecting to 172.16.24.224:9092 [('172.16.24.224', 9092) IPv4]
[2025-05-19T07:09:37.145+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=coordinator-1 host=172.16.24.224:9092 <connected> [IPv4 ('172.16.24.224', 9092)]>: Connection complete.
[2025-05-19T07:09:37.247+0000] {base.py:524} INFO - (Re-)joining group spark
[2025-05-19T07:09:37.250+0000] {base.py:524} INFO - (Re-)joining group spark
[2025-05-19T07:09:40.256+0000] {base.py:587} INFO - Elected group leader -- performing partition assignments using range
[2025-05-19T07:09:40.265+0000] {base.py:401} INFO - Successfully joined group spark with generation 1
[2025-05-19T07:09:40.355+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:09:30.522321
[2025-05-19T07:09:40.355+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T07:09:30.690063
[2025-05-19T07:09:40.356+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:09:30.746296
[2025-05-19T07:09:40.356+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:09:30.801810
[2025-05-19T07:09:40.356+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:30.861130
[2025-05-19T07:09:40.356+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T07:09:30.919390
[2025-05-19T07:09:40.356+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:09:30.976144
[2025-05-19T07:09:40.356+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:09:31.034706
[2025-05-19T07:09:40.356+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:31.089600
[2025-05-19T07:09:40.356+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:09:31.141636
[2025-05-19T07:09:40.356+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:09:31.195119
[2025-05-19T07:09:40.357+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:09:31.252635
[2025-05-19T07:09:40.357+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:09:31.308198
[2025-05-19T07:09:40.357+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:31.363497
[2025-05-19T07:09:40.357+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:09:31.418753
[2025-05-19T07:09:40.357+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:09:31.475245
[2025-05-19T07:09:40.357+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:09:31.532076
[2025-05-19T07:09:40.357+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:09:31.585173
[2025-05-19T07:09:40.357+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T07:09:31.642337
[2025-05-19T07:09:40.357+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:09:31.703033
[2025-05-19T07:09:40.358+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:09:31.759560
[2025-05-19T07:09:40.358+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:09:31.810757
[2025-05-19T07:09:40.358+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:09:31.866328
[2025-05-19T07:09:40.358+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:09:31.918793
[2025-05-19T07:09:40.358+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:09:31.971600
[2025-05-19T07:09:40.358+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:09:32.025295
[2025-05-19T07:09:40.358+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:09:32.077902
[2025-05-19T07:09:40.358+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:09:32.130548
[2025-05-19T07:09:40.358+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:09:32.183305
[2025-05-19T07:09:40.359+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:09:32.236808
[2025-05-19T07:09:40.359+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T07:09:32.288586
[2025-05-19T07:09:40.359+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:09:32.339801
[2025-05-19T07:09:40.359+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:09:32.394566
[2025-05-19T07:09:40.359+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:09:32.446294
[2025-05-19T07:09:40.359+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:09:32.497797
[2025-05-19T07:09:40.359+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T07:09:32.551550
[2025-05-19T07:09:40.359+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T07:09:32.602574
[2025-05-19T07:09:40.359+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:09:32.659559
[2025-05-19T07:09:40.360+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:09:32.714554
[2025-05-19T07:09:40.360+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T07:09:32.767554
[2025-05-19T07:09:40.360+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T07:09:32.818550
[2025-05-19T07:09:40.360+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:09:32.870555
[2025-05-19T07:09:40.360+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:09:32.921564
[2025-05-19T07:09:40.360+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:09:32.972559
[2025-05-19T07:09:40.360+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T07:09:33.023574
[2025-05-19T07:09:40.360+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T07:09:33.075582
[2025-05-19T07:09:40.361+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T07:09:33.128700
[2025-05-19T07:09:40.361+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:33.183049
[2025-05-19T07:09:40.361+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:09:33.236621
[2025-05-19T07:09:40.361+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:09:33.288822
[2025-05-19T07:09:40.361+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:09:33.344436
[2025-05-19T07:09:40.361+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:33.398084
[2025-05-19T07:09:40.361+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:09:33.453976
[2025-05-19T07:09:40.361+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:09:33.508219
[2025-05-19T07:09:40.361+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from instagram at 2025-05-19T07:09:33.563920
[2025-05-19T07:09:40.362+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:09:33.619605
[2025-05-19T07:09:40.362+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T07:09:33.675565
[2025-05-19T07:09:40.362+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:33.731574
[2025-05-19T07:09:40.362+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:09:33.786479
[2025-05-19T07:09:40.362+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:09:33.840644
[2025-05-19T07:09:40.362+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:33.895751
[2025-05-19T07:09:40.362+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:09:33.948584
[2025-05-19T07:09:40.362+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:09:34.001428
[2025-05-19T07:09:40.362+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:34.054687
[2025-05-19T07:09:40.362+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:09:34.106902
[2025-05-19T07:09:40.363+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:09:34.158633
[2025-05-19T07:09:40.363+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from youtube at 2025-05-19T07:09:34.210706
[2025-05-19T07:09:40.363+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:09:34.262907
[2025-05-19T07:09:40.363+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:09:34.315443
[2025-05-19T07:09:40.363+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:09:34.366749
[2025-05-19T07:09:40.363+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:09:34.419590
[2025-05-19T07:09:40.363+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from instagram at 2025-05-19T07:09:34.473620
[2025-05-19T07:09:40.363+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T07:09:34.526080
[2025-05-19T07:09:40.364+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:09:34.579926
[2025-05-19T07:09:40.364+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:09:34.632739
[2025-05-19T07:09:40.364+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:09:34.686819
[2025-05-19T07:09:40.364+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:09:34.743625
[2025-05-19T07:09:40.364+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from youtube at 2025-05-19T07:09:34.800964
[2025-05-19T07:09:40.364+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from youtube at 2025-05-19T07:09:34.856841
[2025-05-19T07:09:40.364+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:09:34.910661
[2025-05-19T07:09:40.364+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:34.962845
[2025-05-19T07:09:40.364+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T07:09:35.014673
[2025-05-19T07:09:40.364+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:09:35.066767
[2025-05-19T07:09:40.365+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from instagram at 2025-05-19T07:09:35.119337
[2025-05-19T07:09:40.365+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from naver at 2025-05-19T07:09:35.172745
[2025-05-19T07:09:40.365+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:09:35.225625
[2025-05-19T07:09:40.365+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T07:09:35.277980
[2025-05-19T07:09:40.365+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:09:35.331659
[2025-05-19T07:09:40.365+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from naver at 2025-05-19T07:09:35.386813
[2025-05-19T07:09:40.365+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:09:35.442226
[2025-05-19T07:09:40.365+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:09:35.496984
[2025-05-19T07:09:40.365+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from instagram at 2025-05-19T07:09:35.551649
[2025-05-19T07:09:40.366+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from naver at 2025-05-19T07:09:35.605768
[2025-05-19T07:09:40.366+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:35.660797
[2025-05-19T07:09:40.366+0000] {logging_mixin.py:190} INFO - 📥 Received: movie_click from naver at 2025-05-19T07:09:35.717852
[2025-05-19T07:09:40.366+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:09:35.772025
[2025-05-19T07:09:40.366+0000] {logging_mixin.py:190} INFO - 📥 Received: play_start from instagram at 2025-05-19T07:09:35.827188
[2025-05-19T07:09:40.366+0000] {logging_mixin.py:190} INFO - 📥 Received: play_complete from naver at 2025-05-19T07:09:35.883236
[2025-05-19T07:09:40.366+0000] {logging_mixin.py:190} INFO - 📥 Received: like_click from youtube at 2025-05-19T07:09:35.937840
[2025-05-19T07:09:40.366+0000] {logging_mixin.py:190} INFO - 📥 Received: ad_click from youtube at 2025-05-19T07:09:35.994292
[2025-05-19T07:09:40.369+0000] {logging_mixin.py:190} INFO - ✅ Committed 400 messages.
[2025-05-19T07:09:40.373+0000] {base.py:84} INFO - Retrieving connection 'minio'
[2025-05-19T07:09:40.373+0000] {connection_wrapper.py:388} INFO - AWS Connection (conn_id='minio', conn_type='aws') credentials retrieved from login and password.
[2025-05-19T07:09:40.532+0000] {logging_mixin.py:190} INFO - ✅ File uploaded to MinIO: 2025-05-19_16-09-36.csv
[2025-05-19T07:09:40.532+0000] {base.py:834} INFO - Stopping heartbeat thread
[2025-05-19T07:09:43.535+0000] {base.py:1037} WARNING - Heartbeat thread did not fully terminate during close
[2025-05-19T07:09:43.537+0000] {base.py:865} INFO - Leaving consumer group (spark).
[2025-05-19T07:09:43.543+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=1 host=172.16.24.224:9092 <connected> [IPv4 ('172.16.24.224', 9092)]>: Closing connection. 
[2025-05-19T07:09:43.544+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-2.2.7, node_id=coordinator-1 host=172.16.24.224:9092 <connected> [IPv4 ('172.16.24.224', 9092)]>: Closing connection. 
[2025-05-19T07:09:43.546+0000] {python.py:240} INFO - Done. Returned value was: None
[2025-05-19T07:09:43.555+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2025-05-19T07:09:43.556+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=csv_to_parquet, task_id=kafka_consumer, run_id=scheduled__2025-05-19T07:02:00+00:00, execution_date=20250519T070200, start_date=20250519T070936, end_date=20250519T070943
[2025-05-19T07:09:43.611+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2025-05-19T07:09:43.626+0000] {taskinstance.py:3900} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2025-05-19T07:09:43.627+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
